Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20190507COSTH,18,Male,White,Student,Apprehended/Killed by LE,No,
20190507COSTH,16,Transgender,White,Student,Apprehended/Killed by LE,No,
20190430VACDW,16,Male,,Student,Apprehended/Killed by SRO,No,
20190430FLWEW,Adult,,,Police Officer/SRO,Law Enforcement,No,
20190426GACRF,Adult,,,Parent,Fled/Escaped,No,
20190425GAWYS,,,,Unknown,Fled/Escaped,No,
20190424ARCOC,14,Male,,Student,Suicide,Yes,Suicide
20190417ILWAL,Teen,Male,,Student,Suicide,Yes,Suicide
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,
20190407MAHOL,,,,Unknown,Fled/Escaped,No,
20190405WISTM,59,Male,,Other Staff,Unknown,No,
20190403FLSAJ,,,,No Relation,Fled/Escaped,No,
20190403COAUA,30,Male,Other,Other Staff,Fled/Apprehended,No,
20190401ARPRP,14,Male,,Student,Apprehended/Killed by SRO,No,
20190327MSSVH,,,,Unknown,Fled/Escaped,No,
20190327FLMAJ,,,,,Fled/Escaped,No,
20190322ALBLB,74,Male,White,Teacher,Surrendered,No,Wounded
20190313FLLAO,17,Female,,Student,Suicide,Yes,Suicide
20190301KSHIM,26,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded
20190226ALROM,Teen,Male,Black,Student,Fled/Apprehended,No,
20190217COEAA,31,Male,Black,Other Staff,Surrendered,No,
20190214NMVR,16,Male,,Student,Fled/Apprehended,No,
20190212MOCEK,21,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20190208MDFRB,25,Male,Black,No Relation,Apprehended/Killed by LE,No,
20190205MNMIM,31,Male,,No Relation,Apprehended/Killed by LE,No,
20190131TXATA,16,Male,,Student,Fled/Escaped,No,
20190131TNMAM,,,,Unknown,Fled/Escaped,No,
20190130GAMIL,16,Male,,No Relation,Fled/Escaped,No,
20190127NVRER,35,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded
20190125TNMAM,16,Male,Black,Unknown,Fled/Apprehended,No,
20190125TNMAM,16,Male,Black,Unknown,Fled/Apprehended,No,
20190125ALDAM,15,Male,,Student,Fled/Escaped,No,
20190123LASOS,Adult,,,No Relation,Fled/Escaped,No,
20190119KSLAO,,Male,,No Relation,Fled/Escaped,No,
20190118NCSHD,,Male,,No Relation,Fled/Escaped,No,
20190118MOHAS,,Male,,Unknown,Fled/Escaped,No,
20190118ALCET,19,Male,Black,No Relation,Fled/Apprehended,No,
20190111ORCAE,30,Male,,Parent,Apprehended/Killed by LE,No,
20190107CACEB,,,,Unknown,Fled/Escaped,No,
20181218DEAIG,,,,Unknown,Fled/Escaped,No,
20181214MOWIK,Teen,Male,,Student,Fled/Escaped,No,
20181213INDER,14,Male,,Former Student,Suicide,Yes,Suicide
20181211KYCAC,,,,No Relation,Fled/Escaped,No,
20181210NYJEJ,17,Male,,Student,Suicide,Yes,Suicide
20181128PASTP,,,,Unknown,Fled/Escaped,No,
20181124OHAFC,Adult,Male,,No Relation,Fled/Escaped,No,
20181122WAMOD,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20181122TXSKD,Teen,Male,Black,Unknown,Fled/Escaped,No,
20181121MIPEP,22,Male,,No Relation,Fled/Apprehended,No,
20181120VASIP,29,Male,Black,Parent,Fled/Apprehended,No,
20181112MDEAE,,Male,,Police Officer/SRO,Suicide,Yes,Suicide
20181109GAGAM,Teen,Male,,Student,Fled/Apprehended,No,
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,No,
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,No,
20181105SCACC,12,Male,,Student,Apprehended/Killed by LE,No,
20181104KYCRL,Adult,Male,,Unknown,Fled/Escaped,No,
20181029NCBUM,16,Male,Black,Student,Surrendered,No,
20181026FLSAO,16,Male,Hispanic,No Relation,Fled/Apprehended,No,
20181025MICOD,,,,Unknown,Fled/Escaped,No,
20181023NHGOM,,Male,,Unknown,Fled/Escaped,No,
20181022CTDUB,18,Male,Black,No Relation,Fled/Apprehended,No,
20181020GASHS,18,Male,Black,No Relation,Fled/Apprehended,No,
20181013TNMCN,,Male,Black,Unknown,Fled/Escaped,No,
20181012MIBAB,,,,Unknown,Fled/Escaped,No,
20181007VAVAH,,Male,,Unknown,Fled/Escaped,No,
20181005VALAN,,Male,,Unknown,Fled/Escaped,No,
20181005TNHAB,16,Male,,Unknown,Subdued by Students/Staff/Other,No,
20181004ORJAP,Adult,Female,,Parent,Fled/Escaped,No,
20181003AKDEA,26,Male,Black,Relative,Fled/Apprehended,No,
20181002ARCHL,,,,Unknown,Fled/Escaped,No,
20180928SDCHC,20,Male,,No Relation,Attempted Suicide,No,Wounded
20180927TXHEC,47,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,
20180926MDMAB,Teen,Male,,Student,Unknown,No,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,
20180924NCLAC,,Male,,Unknown,Fled/Escaped,No,
20180924GAAPB,Teen,Male,,Student,Suicide,Yes,Suicide
20180920CAPOP,Adult,Male,,Unknown,Suicide,Yes,Suicide
20180920CACHL,18,Male,,Unknown,Fled/Apprehended,No,
20180920CACHL,20,Male,,Unknown,Fled/Apprehended,No,
20180917ALBLH,7,Male,,Student,Unknown,No,
20180914WAMAE,,,,Unknown,Fled/Escaped,No,
20180914FLBOB,Teen,Male,,Student,Apprehended/Killed by LE,No,
20180911NVCAL,16,Male,Black,Rival School Student,Fled/Escaped,No,
20180910TNFAM,23,Male,,No Relation,Fled/Apprehended,No,
20180910ILCHC,,Male,,Unknown,Fled/Escaped,No,
20180909CAGIG,Adult,,,Police Officer/SRO,Law Enforcement,No,
20180907IAHED,,,,Unknown,Fled/Escaped,No,
20180905RIPRP,16,Male,Hispanic,Rival School Student,Fled/Apprehended,No,Wounded
20180903NYLUN,,Male,,Unknown,Fled/Escaped,No,
20180831IANOE,12,Male,White,Student,Subdued by Students/Staff/Other,No,
20180831CABAS,Teen,Male,,Student,Fled/Apprehended,No,
20180830NCVIC,34,Male,Black,Intimate Relationship,Fled/Apprehended,No,
20180830MIOTG,,Male,,Unknown,Fled/Escaped,No,
20180829DETOD,53,Male,Black,Other Staff,Fled/Apprehended,No,
20180828COCOD,14,Male,,Student,Fled/Apprehended,No,
20180824ILMEC,,Male,,Unknown,Fled/Escaped,No,
20180824FLRAJ,16,Male,,Unknown,Fled/Apprehended,No,
20180823ALALM,,,,Unknown,Fled/Escaped,No,
20180817FLPAW,,,,Unknown,Fled/Escaped,No,
20180811TNANN,30,Male,Black,Parent,Fled/Apprehended,No,
20180809NJLAM,,Male,,Unknown,Fled/Escaped,No,
20180804MDEDE,,,,Unknown,Fled/Escaped,No,
20180803IALIO,32,Male,White,No Relation,Fled/Apprehended,No,Wounded
20180803IALIO,23,Male,White,No Relation,Fled/Apprehended,No,
20180803IALIO,Adult,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal
20180719WAWEY,,,,Unknown,Fled/Escaped,No,
20180717WVHUH,Adult,Male,,Unknown,Unknown,No,
20180711OHMIM,Teen,,,Unknown,Fled/Apprehended,No,
20180703KSSUO,32,Male,,Other Staff,Fled/Apprehended,No,
20180701TNRAM,,,,Unknown,Fled/Escaped,No,
20180625OHFUS,14,Male,Black,Unknown,Fled/Apprehended,No,
20180625OHFUS,16,Male,Black,Unknown,Fled/Apprehended,No,
20180624MTSEM,17,Male,White,Unknown,Fled/Apprehended,No,
20180621TXSKD,,,,Unknown,Fled/Escaped,No,
20180617ORGRP,,,,Unknown,Fled/Escaped,No,
20180615OHVAB,17,Male,,No Relation,Fled/Apprehended,No,
20180601TXMCM,Teen,Male,,Student,Suicide,Yes,Suicide
20180525INNON,13,Male,,Student,Subdued by Students/Staff/Other,No,
20180521GABEG,Adult,,,No Relation,Fled/Escaped,No,
20180518TXSAS,17,Male,White,Student,Surrendered,No,
20180518GAMOA,,,,Unknown,Fled/Escaped,No,
20180517MOCEK,21,Male,Black,Unknown,Fled/Apprehended,No,
20180516ILDID,19,Male,White,Student,Apprehended/Killed by SRO,No,
20180511CAHIP,14,Male,,Former Student,Fled/Apprehended,No,
20180505MIFOF,Adult,Male,,Police Officer/SRO,Law Enforcement,No,
20180503TNWAW,Teen,,,Student,Unknown,No,
20180503SDENW,,,,Unknown,Fled/Apprehended,No,
20180425NMHIA,Adult,Male,Hispanic,Parent,Apprehended/Killed by LE,No,
20180423GABEA,,Male,Black,Intimate Relationship,Fled/Apprehended,No,
20180420FLFOO,19,Male,White,Former Student,Surrendered,No,
20180419MIJAJ,,,,No Relation,Fled/Escaped,No,
20180412MORAR,,Male,,Unknown,Fled/Escaped,No,
20180409NYGLG,16,Male,,Student,Fled/Apprehended,No,
20180329KYJOE,51,Male,White,Parent,Apprehended/Killed by LE,Yes,Fatal
20180328MSEUE,21,Male,White,Former Student,Fled/Apprehended,No,
20180320MDGRG,17,Male,White,Student,Suicide,Yes,Suicide
20180319VADOP,Adult,,,No Relation,Fled/Escaped,No,
20180316MTBIM,Adult,Male,,Police Officer/SRO,Law Enforcement,No,
20180313VAGEA,27,Male,Black,Police Officer/SRO,Surrendered,No,
20180313CASES,Adult,Male,White,Police Officer/SRO,Surrendered,No,
20180309KYFRL,Teen,Male,,Student,Unknown,No,Wounded
20180307ALHUB,17,Male,Black,Student,Fled/Apprehended,No,Wounded
20180305MOKIC,17,Male,,Student,Suicide,Yes,Suicide
20180228GADAD,53,Male,White,Teacher,Surrendered,No,
20180226WAOAT,Teen,Male,,Student,Fled/Apprehended,No,
20180220OHJAM,13,Male,,Student,Suicide,Yes,Suicide
20180215FLNOC,Adult,,,Police Officer/SRO,Law Enforcement,No,Wounded
20180214FLMAP,19,Male,White,Former Student,Fled/Apprehended,No,
20180209TNPEN,14,Male,Black,Student,Fled/Apprehended,No,
20180208NYTHN,17,Male,,Student,Apprehended/Killed by LE,No,
20180205MNHAM,Child,,,Student,Unknown,No,
20180205MDOXO,18,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,
20180205MDOXO,17,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,
20180201CASAL,12,Female,,Student,Unknown,No,
20180131PALIP,,,,Unknown,Fled/Escaped,No,
20180131PALIP,,,,Unknown,Fled/Escaped,No,
20180131PALIP,,,,Unknown,Fled/Escaped,No,
20180126MIDED,Teen,Male,,Rival School Student,Fled/Escaped,No,
20180125ALMUM,16,Male,Black,Student,Apprehended/Killed by LE,No,
20180123KYMAB,15,Male,White,Student,Surrendered,No,
20180122TXITI,16,Male,White,Student,Fled/Apprehended,No,
20180122LANEN,,Male,,Unknown,Fled/Escaped,No,
20180116VTMOM,32,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal
20180109AZCOS,14,Male,,Student,Suicide,Yes,Suicide
20180105IAFOF,33,Male,White,No Relation,Fled/Apprehended,No,
20180104WANES,,,,Unknown,Fled/Escaped,No,
20171231WAPIM,19,Male,,No Relation,Fled/Apprehended,No,
20171231WAPIM,18,Male,,No Relation,Fled/Apprehended,No,
20171231LAEDA,Adult,Male,,No Relation,Fled/Escaped,No,
20171227CALIL,Adult,Male,,Unknown,Fled/Escaped,No,
20171219MIBEB,,,,Unknown,Fled/Escaped,No,
20171214TXELD,Child,,,Student,Unknown,No,
20171212TXSAP,21,Male,,Relative,Surrendered,No,Wounded
20171212TXSAP,20,Male,,Relative,Surrendered,No,Wounded
20171211NCHIH,15,Male,Black,Unknown,Fled/Apprehended,No,
20171211NCHIH,15,Male,Black,Unknown,Fled/Apprehended,No,
20171209ILCHC,,,,Unknown,Fled/Escaped,No,
20171207NMAZA,21,Male,White,Former Student,Suicide,Yes,Suicide
20171130VASAV,Teen,,,Student,Suicide,Yes,Suicide
20171129OHBAL,49,Male,White,No Relation,Surrendered,No,
20171128CABOS,21,Male,White,No Relation,Fled/Apprehended,No,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,
20171117TNNOJ,,,,Unknown,Fled/Escaped,No,
20171114FLLAM,17,Male,,Student,Suicide,Yes,Suicide
20171114CARAR,44,Male,White,No Relation,Suicide,Yes,Suicide
20171110GALAM,8,Male,,Student,Surrendered,No,
20171109GABEC,15,Male,,Student,Surrendered,No,
20171103MIPAL,21,Male,Black,Unknown,Surrendered,No,
20171027NYPRU,,Male,,Unknown,Fled/Escaped,No,
20171020OHSTT,,,,Unknown,Fled/Escaped,No,
20171014NCKEK,22,Male,Black,Parent,Apprehended/Killed by LE,No,
20171012NCCHC,37,Male,Black,No Relation,Fled/Apprehended,No,
20171012NCCHC,30,Male,Black,No Relation,Fled/Apprehended,No,
20170930PAPUC,37,Female,,Unknown,Fled/Apprehended,No,
20170929MOLEL,Teen,Female,,Student,Suicide,Yes,Suicide
20170929CASUL,,,,Unknown,Fled/Escaped,No,
20170928KYSOL,Adult,Male,,No Relation,Fled/Escaped,No,Wounded
20170920ILMAM,14,Male,White,Student,Subdued by Students/Staff/Other,No,
20170913WAFRR,15,Male,White,Student,Subdued by Students/Staff/Other,No,
20170908OHCOC,18,Male,Black,Student,Surrendered,No,
20170908ARNON,,,,Unknown,Fled/Escaped,No,
20170831CAARS,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20170817GALIL,Adult,Male,,Teacher,Attempted Suicide,No,Wounded
20170813NYHUH,Adult,Male,Black,No Relation,Fled/Apprehended,No,
20170801GABAV,,Male,,Unknown,Fled/Escaped,No,
20170721UTSPS,19,Male,,Unknown,Fled/Escaped,Yes,Suicide
20170719WIHIM,Adult,Male,,Unknown,Fled/Escaped,No,
20170622SCWIF,17,Male,,Student,Surrendered,No,Wounded
20170616ILWAC,18,Male,Black,No Relation,Fled/Apprehended,No,
20170616ILWAC,16,Male,Black,No Relation,Fled/Apprehended,No,
20170616ILWAC,17,Male,Black,No Relation,Fled/Apprehended,No,
20170526OKMCT,14,Male,,Student,Apprehended/Killed by LE,No,
20170524NEMCO,51,Male,Black,No Relation,Fled/Apprehended,No,
20170524ALGRG,Teen,Male,,Student,Subdued by Students/Staff/Other,No,
20170523TXKEK,Adult,Male,,Other Staff,Suicide,Yes,Suicide
20170515LAMOL,Teen,Male,White,Student,Surrendered,No,
20170415ORMEP,Teen,Male,Black,No Relation,Fled/Escaped,No,
20170415OKBOT,,,,Unknown,Fled/Escaped,No,
20170410CANOS,53,Male,Black,Intimate Relationship,Suicide,Yes,Suicide
20170405TNRAM,19,Male,,Nonstudent,Surrendered,No,Wounded
20170328PALIP,16,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,Yes,Fatal
20170328PALIP,22,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,Wounded
20170321CAKIK,17,Male,White,No Relation,Fled/Escaped,No,
20170316ALROM,16,Male,Black,Student,Fled/Apprehended,No,
20170218MNMAM,32,Male,,No Relation,Suicide,Yes,Suicide
20170206LASCB,Teen,Male,,Student,Fled/Apprehended,No,
20170127SCSOA,18,Male,Black,Unknown,Fled/Apprehended,No,
20170127SCSOA,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20170127ILSCN,,,,No Relation,Fled/Escaped,No,
20170120OHWEW,17,Male,White,Student,Surrendered,No,
20170117FLFRE,Adult,,,Parent,Unknown,No,
20170110ALALA,Teen,Male,,Student,Surrendered,No,
20170103INCEE,15,Male,,Student,Suicide,Yes,Suicide
20170101DELAH,19,Male,Black,Unknown,Fled/Apprehended,No,
20161216FLSAJ,17,Male,Black,Student,Apprehended/Killed by LE,No,
20161209NVHUR,Adult,,,Police Officer/SRO,Law Enforcement,No,
20161209MOBAS,,Male,,Unknown,Fled/Escaped,No,
20161201UTMUB,15,Male,,Student,Surrendered,No,
20161117MNCRS,8,Male,,Student,Unknown,No,
20161111MIBAA,Adult,Male,White,Police Officer/SRO,Law Enforcement,No,
20161103COBEB,15,Male,,Student,Suicide,Yes,Suicide
20161102COGRG,17,Male,Hispanic,Student,Suicide,Yes,Suicide
20161025UTUNS,14,Male,,Student,Surrendered,No,
20161018CAJUS,17,Male,,Nonstudent,Fled/Apprehended,No,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,
20161015GABEA,,Male,,Unknown,Fled/Escaped,No,
20161013OHLIC,16,Male,Black,Unknown,Fled/Apprehended,No,
20161013OHLIC,16,Male,Black,Unknown,Fled/Apprehended,No,
20161011ALVIM,16,Male,Black,Student,Surrendered,No,
20161006TXDUF,,,,Unknown,Fled/Escaped,No,
20160930ILCHC,,,,Unknown,Fled/Escaped,No,
20160928TNSYP,14,Male,,Student,Surrendered,No,
20160928SCTOT,14,Male,White,Former Student,Subdued by Students/Staff/Other,No,
20160927OHELC,,,,Unknown,Fled/Escaped,No,
20160926MSTAJ,18,Male,Black,No Relation,Fled/Apprehended,No,
20160909PASMY,,Male,,Unknown,Fled/Escaped,No,
20160909IACEC,15,Male,,Student,Suicide,Yes,Suicide
20160908TXALA,14,Female,,Student,Suicide,Yes,Suicide
20160907MIDED,,,,Unknown,Fled/Escaped,No,
20160902OKMCT,16,Male,,Unknown,Fled/Escaped,No,
20160819FLSOM,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Unknown,No,
20160817OHWEC,Adult,Male,,No Relation,Fled/Escaped,No,
20160725MOAVA,18,Male,White,Former Student,Suicide,Yes,Suicide
20160630CAWOH,,,,Unknown,Fled/Escaped,No,
20160616ILMCC,,,,Unknown,Fled/Escaped,No,
20160608MAJED,24,Male,Black,No Relation,Fled/Apprehended,No,
20160608MAJED,23,Male,Black,No Relation,Fled/Apprehended,No,
20160515KSAUA,37,Male,,Relative,Unknown,No,Wounded
20160513SCSOG,16,Male,,Student,Surrendered,No,Wounded
20160506IDROT,14,Male,,Student,Unknown,No,
20160506FLOSP,28,Male,,No Relation,Surrendered,No,Wounded
20160505MDHIB,62,Male,Hispanic,Intimate Relationship,Fled/Apprehended,No,
20160504COEAP,25,Male,White,No Relation,Fled/Escaped,Yes,Suicide
20160502TXKID,15,Male,Black,Student,Unknown,No,Wounded
20160423WIANA,18,Male,White,Former Student,Apprehended/Killed by LE,Yes,Fatal
20160315ALHUB,19,Male,Black,Relative,Apprehended/Killed by SRO,No,
20160229OHMAM,14,Male,White,Student,Fled/Apprehended,No,
20160226TXPAP,63,Male,Black,Parent,Apprehended/Killed by LE,No,
20160217PACHC,16,Male,Hispanic,Student,Apprehended/Killed by LE,No,
20160217FLROH,Adult,Male,,Other Staff,Surrendered,No,
20160212AZING,15,Female,White,Student,Suicide,Yes,Suicide
20160209MIMUM,22,Male,Black,No Relation,Apprehended/Killed by LE,No,Wounded
20160129PABEP,16,Male,Other,Student,Apprehended/Killed by LE,No,
20160122INLAI,17,Male,Black,Student,Fled/Apprehended,No,
20160120INNOI,Adult,Male,,Unknown,Unknown,No,
20160113ARHAB,17,Male,,Student,Surrendered,No,
20160112DECED,13,Male,,Student,Fled/Apprehended,No,
20151204KSWEW,17,Male,Black,Student,Apprehended/Killed by LE,No,Wounded
20151120FLNAM,Teen,Male,,Other Student,Unknown,No,
20151111ARSUS,Teen,Male,,Student,Surrendered,No,
20151105GAVEM,9,Male,,Student,Apprehended/Killed by SRO,No,
20151024TXEDS,,Male,,Unknown,Fled/Escaped,No,
20151015TXKAS,22,Female,Black,Friend,Fled/Apprehended,No,
20150930SDHAH,16,Male,White,Student,Subdued by Students/Staff/Other,No,
20150922NCCES,26,Female,White,Parent,Surrendered,No,
20150911LANOL,,Male,Black,Unknown,Fled/Escaped,No,
20150903ORNEN,53,Male,White,No Relation,Fled/Apprehended,No,
20150825GAWSA,Child,Male,,Student,Surrendered,No,
20150823TXWIR,20,Male,White,No Relation,Unknown,No,
20150808TXPAP,21,Male,White,Former Student,Fled/Apprehended,No,
20150724TXELC,15,Male,Black,Unknown,Fled/Apprehended,No,Wounded
20150705TXCOD,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20150629TXJOS,28,Male,,Unknown,Apprehended/Killed by LE,Yes,Fatal
20150627CTSAH,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20150623NEFOF,35,Male,Black,No Relation,Fled/Apprehended,No,
20150604NCSOF,38,Male,White,No Relation,Apprehended/Killed by LE,No,
20150604NCSOF,29,Female,White,No Relation,Apprehended/Killed by LE,No,
20150527FLEVE,56,Male,White,No Relation,Fled/Apprehended,No,
20150524MISOF,,,,Unknown,Fled/Escaped,No,
20150521FLDUJ,16,Male,Black,Student,Fled/Apprehended,No,
20150520TXROR,18,Male,,Student,Suicide,Yes,Suicide
20150512FLUNJ,,Male,Black,No Relation,Fled/Escaped,No,
20150512AZCOT,18,Male,Black,Student,Suicide,Yes,Suicide
20150505GACOC,14,Male,,Student,Unknown,No,
20150504OHWIC,,,,Unknown,Fled/Escaped,No,
20150428MDDRW,,Male,,No Relation,Fled/Escaped,No,
20150427WANOL,16,Male,White,Student,Subdued by Students/Staff/Other,No,
20150422NVRUL,11,Male,,Student,Unknown,No,
20150417TXSES,18,Male,Hispanic,Student,Suicide,Yes,Suicide
20150330MOPEU,24,Male,Black,No Relation,Fled/Apprehended,No,
20150215CATEM,17,Male,White,Unknown,Fled/Escaped,No,
20150215ARLAL,62,Male,White,Relative,Fled/Apprehended,No,
20150204MDFRF,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20150204MDFRF,,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20150126MNHAR,48,Male,,No Relation,Suicide,Yes,Suicide
20150122SCROH,Teen,Male,,Student,Fled/Apprehended,No,
20150120ALWIM,Teen,Male,,Student,Fled/Escaped,No,
20150116FLVAO,15,Male,Black,Student,Fled/Apprehended,No,
20150115WIWIM,37,Male,Black,Parent,Fled/Apprehended,No,
20141217MIGOW,,Male,,Unknown,Fled/Escaped,No,
20141217MEBEW,41,Male,White,Former Student,Suicide,Yes,Suicide
20141216PASUP,,,,Unknown,Fled/Escaped,No,
20141212ORROP,16,Male,Black,Student,Fled/Apprehended,No,
20141120FLMIM,17,Male,Black,Student,Fled/Apprehended,No,
20141024WAMAM,15,Male,Native American/Alaska Native,Student,Suicide,Yes,Suicide
20141024GALAA,17,Male,Black,Student,Apprehended/Killed by LE,No,
20141021TNAMM,13,Male,,Student,Surrendered,No,
20141003GALAF,18,Male,Black,Student,Fled/Apprehended,No,
20140930NCALA,16,Male,Black,Student,Surrendered,No,
20140930KYFEL,16,Male,Black,Student,Fled/Apprehended,No,
20140925NHWEM,21,Male,Black,Former Student,Subdued by Students/Staff/Other,No,
20140919IANOD,14,Male,Black,Unknown,Fled/Apprehended,No,
20140911UTWET,39,Female,White,Teacher,Surrendered,No,Wounded
20140910FLGRL,14,Male,Black,Student,Suicide,Yes,Suicide
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,
20140909FLSTM,Teen,Male,Black,Student,Fled/Apprehended,No,
20140814VASAN,17,Male,,Unknown,Fled/Apprehended,No,
20140813MDHEF,16,Male,Black,Unknown,Fled/Apprehended,No,
20140813MDHEF,21,Male,Black,Unknown,Fled/Apprehended,No,
20140623MOKEB,Teen,Male,,Student,Surrendered,No,
20140610ORRET,15,Male,White,Student,Suicide,Yes,Suicide
20140521WICLM,18,Male,Black,No Relation,Fled/Apprehended,No,
20140514CAJOR,,Male,Black,Unknown,Fled/Escaped,No,
20140503WAHOE,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20140421UTPRP,14,Male,,Student,Surrendered,No,Wounded
20140421INSTG,55,Male,Hispanic,Parent,Fled/Escaped,Yes,Suicide
20140411MIEAD,,Male,Black,Unknown,Fled/Escaped,No,
20140410OHLIC,48,Male,Black,No Relation,Fled/Apprehended,No,
20140409NCDHG,17,Male,Black,Rival School Student,Fled/Apprehended,No,
20140403NJUNN,Adult,Male,Hispanic,No Relation,Fled/Escaped,No,
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,No,
20140325GABEC,15,Male,Black,Student,Fled/Apprehended,No,
20140312FLACM,41,Male,Black,No Relation,Fled/Apprehended,No,
20140307LAMAT,17,Male,Black,Unknown,Unknown,No,
20140220MIRAR,42,Male,Black,Parent,Surrendered,No,
20140211IAGLG,Adult,Male,,Parent,Surrendered,No,
20140211OHCHL,17,Male,,Unknown,Fled/Apprehended,No,
20140210NCSAS,17,Male,Black,Nonstudent,Fled/Apprehended,No,
20140207ORBEB,17,Male,,Student,Suicide,Yes,Suicide
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131IANOD,Adult,Male,Black,No Relation,Fled/Escaped,No,
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,No,
20140131AZCEP,20,Male,Black,No Relation,Fled/Apprehended,No,
20140128HIPRH,Adult,,,Police Officer/SRO,Law Enforcement,No,Wounded
20140127ILREC,18,Male,Black,Student,Fled/Apprehended,No,
20140117PADEP,18,Male,Black,Student,Fled/Apprehended,No,
20140115PAKIL,,Male,Black,Unknown,Fled/Escaped,No,
20140114NMBER,14,Male,White,Student,Surrendered,No,
20140114LASTB,17,Male,Black,Unknown,Fled/Apprehended,No,
20140113CTHIN,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20140109TNLIJ,16,Male,Black,Student,Fled/Apprehended,No,
20131219CAEDF,16,Male,Hispanic,Student,Fled/Apprehended,No,
20131213COARC,18,Male,White,Student,Suicide,Yes,Suicide
20131204FLWEW,17,Male,Black,Student,Fled/Apprehended,No,
20131113PABRP,16,Male,Black,Student,Fled/Apprehended,No,
20131103GASTL,Teen,Male,,Student,Fled/Apprehended,No,
20131101IAALA,23,Male,White,Former Student,Suicide,Yes,Suicide
20131023CANEC,Child,,,Student,Unknown,No,
20131021NVSPS,12,Male,Hispanic,Student,Suicide,Yes,Suicide
20131015TXLAA,16,Male,Hispanic,Student,Suicide,Yes,Suicide
20131004FLAGP,,Male,,No Relation,Fled/Escaped,No,
20131002NHWIS,24,Male,White,No Relation,Fled/Apprehended,No,
20130928MENEG,19,Male,,No Relation,Suicide,Yes,Suicide
20130927ILROC,18,Male,Black,No Relation,Fled/Apprehended,No,
20130830NCCAW,18,Male,Black,Student,Apprehended/Killed by SRO,No,
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20130823MSNOS,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20130823MSNOS,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20130822TNWEM,5,Male,,Student,Surrendered,No,
20130820GAROD,20,Male,White,No Relation,Surrendered,No,
20130815TNNOC,40,Male,Black,No Relation,Fled/Apprehended,No,
